path,layer,language,purpose,imports,imported_by_references,runtime_usage,test_usage,docker_usage,makefile_usage,ci_usage,documentation_usage,dynamic_loading_risk,generated_or_handwritten,current_owner_responsibility,proposed_action,reason,deletion_confidence
docs/reports/mosl-native-integration-final-report.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/reports/physical-camera-word-recognition-fix.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/reports/professional-architecture-refactor-final-report.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/reports/professional-project-structure-report.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/reports/root-project-structure-final-report.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/research/darija-latin-conventions.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/research/darija-speech-normalization.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/research/darija-writing-conventions.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/research/future-text-to-sign.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/research/integrations/mosl-integration.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,handwritten,Architecture/documentation,HISTORICAL_DOCUMENTATION,Retained provenance or completed migration history; not an active runtime instruction.,0.85
docs/research/integrations/nested-mosl-removal-plan.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,handwritten,Architecture/documentation,HISTORICAL_DOCUMENTATION,Retained provenance or completed migration history; not an active runtime instruction.,0.85
docs/research/roadmap.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/testing/automated-tests.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/testing/physical-camera.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/testing/playwright.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/testing/privacy-validation.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
infrastructure/docker/README.md,infrastructure,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Runtime infrastructure,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
infrastructure/nginx/default.conf,infrastructure,Other,"Repository source, configuration, or governance asset.",[],[],False,False,True,False,False,False,False,handwritten,Runtime infrastructure,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/README.md,offline-ml,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/assets/mediapipe/README.md,offline-ml,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/README.md,offline-ml,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/manifests/categories.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/manifests/dataset-summary.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/manifests/labels.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,True,False,False,True,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/manifests/videos.csv,offline-ml,CSV,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,True,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/manifests/videos.jsonl,offline-ml,Other,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,True,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/reports/dataset-import-report.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/reports/migration-verification.csv,offline-ml,CSV,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,True,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/reports/migration-verification.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,True,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/reports/preprocessing-report.csv,offline-ml,CSV,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/reports/preprocessing-report.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/reports/processed-artifact-validation.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/alphabet-static-test.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/alphabet-static-train.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/alphabet-static-validation.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/split-report.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,True,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/word-isolated-test.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/word-isolated-train.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/data/external/mosl-video-dataset/splits/word-isolated-validation.json,offline-ml,JSON,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,generated,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""ml.datasets.mosl_video.categories"", ""ml.datasets.mosl_video.categories.CATEGORIES"", ""ml.datasets.mosl_video.categories.DATASET_SOURCE"", ""ml.datasets.mosl_video.categories.DATASET_VERSION"", ""ml.datasets.mosl_video.label_parser"", ""ml.datasets.mosl_video.label_parser.parse_mosl_label""]",[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/categories.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""dataclasses"", ""dataclasses.dataclass""]","[""ml/datasets/mosl_video/__init__.py"", ""ml/datasets/mosl_video/manifest.py"", ""ml/tests/test_mosl_video_dataset.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/label_parser.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""dataclasses"", ""dataclasses.dataclass"", ""re"", ""unicodedata""]","[""ml/datasets/mosl_video/__init__.py"", ""ml/datasets/mosl_video/manifest.py"", ""ml/tests/test_mosl_video_dataset.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/local_audit.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""collections"", ""collections.Counter"", ""collections.defaultdict"", ""csv"", ""hashlib"", ""json"", ""ml.datasets.mosl_video.preprocess"", ""ml.datasets.mosl_video.preprocess.PREPROCESSING_VERSION"", ""ml.preprocessing.landmark_schema_v1"", ""ml.preprocessing.landmark_schema_v1.SCHEMA_VERSION"", ""numpy"", ""pathlib"", ""pathlib.Path"", ""typing"", ""typing.Any"", ""unicodedata""]","[""ml/tests/test_mosl_v1_production.py"", ""ml/training/train_mosl_v1.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/manifest.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""collections"", ""collections.Counter"", ""collections.defaultdict"", ""csv"", ""dataclasses"", ""dataclasses.asdict"", ""hashlib"", ""json"", ""ml.datasets.mosl_video.categories"", ""ml.datasets.mosl_video.categories.CATEGORIES"", ""ml.datasets.mosl_video.categories.CATEGORY_BY_FOLDER"", ""ml.datasets.mosl_video.categories.DATASET_SOURCE"", ""ml.datasets.mosl_video.categories.DATASET_VERSION"", ""ml.datasets.mosl_video.label_parser"", ""ml.datasets.mosl_video.label_parser.parse_mosl_label"", ""ml.datasets.mosl_video.video_inspector"", ""ml.datasets.mosl_video.video_inspector.inspect_video"", ""ml.datasets.mosl_video.video_inspector.is_video_path"", ""pathlib"", ""pathlib.Path"", ""typing"", ""typing.Any""]","[""ml/datasets/mosl_video/scan.py""]",False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/preprocess.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""csv"", ""cv2"", ""hashlib"", ""json"", ""mediapipe"", ""mediapipe.tasks"", ""mediapipe.tasks.python"", ""mediapipe.tasks.python.vision"", ""ml.preprocessing.landmark_schema_v1"", ""ml.preprocessing.landmark_schema_v1.SCHEMA_VERSION"", ""ml.preprocessing.landmark_schema_v1.normalize_frame"", ""ml.preprocessing.landmark_schema_v1.pad_or_truncate_sequence"", ""numpy"", ""os"", ""pathlib"", ""pathlib.Path"", ""time"", ""time.perf_counter"", ""typing"", ""typing.Any""]","[""ml/datasets/mosl_video/local_audit.py"", ""ml/datasets/mosl_video/validate_processed_artifacts.py"", ""ml/tests/test_mosl_v1_production.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/scan.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""json"", ""ml.datasets.mosl_video.manifest"", ""ml.datasets.mosl_video.manifest.build_records"", ""ml.datasets.mosl_video.manifest.manifest_checksum"", ""ml.datasets.mosl_video.manifest.write_outputs"", ""pathlib"", ""pathlib.Path""]",[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/training_data.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""dataclasses"", ""dataclasses.dataclass"", ""hashlib"", ""json"", ""numpy"", ""pathlib"", ""pathlib.Path"", ""torch"", ""torch.utils.data"", ""torch.utils.data.Dataset"", ""torch.utils.data.WeightedRandomSampler"", ""typing"", ""typing.Any""]","[""ml/tests/test_mosl_v1_production.py"", ""ml/training/train_mosl_v1.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/training_manifest.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""collections"", ""collections.Counter"", ""collections.defaultdict"", ""csv"", ""hashlib"", ""json"", ""numpy"", ""pathlib"", ""pathlib.Path"", ""typing"", ""typing.Any""]","[""ml/tests/test_mosl_video_dataset.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/validate_processed_artifacts.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""collections"", ""collections.Counter"", ""json"", ""ml.datasets.mosl_video.preprocess"", ""ml.datasets.mosl_video.preprocess.PREPROCESSING_VERSION"", ""ml.datasets.mosl_video.preprocess.load_manifest"", ""ml.preprocessing.landmark_schema_v1"", ""ml.preprocessing.landmark_schema_v1.COORDINATE_FORMAT"", ""ml.preprocessing.landmark_schema_v1.SCHEMA_VERSION"", ""numpy"", ""pathlib"", ""pathlib.Path"", ""typing"", ""typing.Any""]","[""ml/tests/test_mosl_video_dataset.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/datasets/mosl_video/video_inspector.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""fractions"", ""fractions.Fraction"", ""json"", ""pathlib"", ""pathlib.Path"", ""subprocess"", ""typing"", ""typing.Any""]","[""ml/datasets/mosl_video/manifest.py""]",False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/evaluation/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/evaluation/calibration.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""math"", ""numpy""]","[""ml/training/train_mosl_v1.py""]",False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/export/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/export/validate_mosl_v1.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""json"", ""ml.training.train_mosl_v1"", ""ml.training.train_mosl_v1.MODEL_DIR"", ""ml.training.train_mosl_v1.validate_model_package"", ""pathlib"", ""pathlib.Path""]",[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/models/__init__.py,offline-ml,Python,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/models/mosl_v1.py,offline-ml,Python,"Domain, persistence, or model-runtime representation.","[""__future__"", ""__future__.annotations"", ""dataclasses"", ""dataclasses.dataclass"", ""torch"", ""torch.nn"", ""typing"", ""typing.Any""]","[""ml/tests/test_mosl_v1_production.py"", ""ml/training/train_mosl_v1.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/preprocessing/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/preprocessing/landmark_schema_v1.py,offline-ml,Python,Data contract or schema definition.,"[""__future__"", ""__future__.annotations"", ""dataclasses"", ""dataclasses.dataclass"", ""numpy""]","[""ml/datasets/mosl_video/local_audit.py"", ""ml/datasets/mosl_video/preprocess.py"", ""ml/datasets/mosl_video/validate_processed_artifacts.py"", ""ml/tests/test_landmark_schema_v1.py""]",False,True,False,False,False,True,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/requirements-train.txt,offline-ml,Text,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,True,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/tests/test_landmark_schema_v1.py,offline-ml,Python,Automated verification or deterministic test fixture.,"[""json"", ""ml.preprocessing.landmark_schema_v1"", ""ml.preprocessing.landmark_schema_v1.COORDINATE_FORMAT"", ""ml.preprocessing.landmark_schema_v1.LANDMARKS_PER_FRAME"", ""ml.preprocessing.landmark_schema_v1.SCHEMA_VERSION"", ""ml.preprocessing.landmark_schema_v1.normalize_frame"", ""ml.preprocessing.landmark_schema_v1.pad_or_truncate_sequence"", ""numpy"", ""pathlib"", ""pathlib.Path"", ""pytest""]",[],False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/tests/test_mosl_v1_production.py,offline-ml,Python,Automated verification or deterministic test fixture.,"[""__future__"", ""__future__.annotations"", ""hashlib"", ""json"", ""ml.datasets.mosl_video.local_audit"", ""ml.datasets.mosl_video.local_audit.build_local_audit"", ""ml.datasets.mosl_video.preprocess"", ""ml.datasets.mosl_video.preprocess.cache_valid"", ""ml.datasets.mosl_video.preprocess.preprocess_manifest"", ""ml.datasets.mosl_video.preprocess.resolve_mediapipe_model"", ""ml.datasets.mosl_video.training_data"", ""ml.datasets.mosl_video.training_data.LandmarkSample"", ""ml.datasets.mosl_video.training_data.augment_landmarks"", ""ml.datasets.mosl_video.training_data.balanced_sampler"", ""ml.datasets.mosl_video.training_data.class_weights"", ""ml.datasets.mosl_video.training_data.load_landmarks"", ""ml.datasets.mosl_video.training_data.samples_from_split_report"", ""ml.models.mosl_v1"", ""ml.models.mosl_v1.ModelSpec"", ""ml.models.mosl_v1.build_model"", ""ml.training.train_mosl_v1"", ""ml.training.train_mosl_v1.LEXICAL_MIN5_SCOPE"", ""ml.training.train_mosl_v1.TrainingConfig"", ""ml.training.train_mosl_v1.calibrate_unknown"", ""ml.training.train_mosl_v1.choose_vocabulary_scope"", ""ml.training.train_mosl_v1.export_onnx"", ""ml.training.train_mosl_v1.inference_latency"", ""ml.training.train_mosl_v1.load_checkpoint"", ""ml.training.train_mosl_v1.save_checkpoint"", ""ml.training.train_mosl_v1.scoped_split_report"", ""ml.training.train_mosl_v1.unknown_metrics"", ""ml.training.train_mosl_v1.validate_model_package"", ""numpy"", ""pathlib"", ""pathlib.Path"", ""pytest"", ""socket"", ""subprocess"", ""torch"", ""urllib.request""]",[],False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/tests/test_mosl_video_dataset.py,offline-ml,Python,Automated verification or deterministic test fixture.,"[""json"", ""ml.datasets.mosl_video.categories"", ""ml.datasets.mosl_video.categories.CATEGORY_BY_FOLDER"", ""ml.datasets.mosl_video.label_parser"", ""ml.datasets.mosl_video.label_parser.parse_mosl_label"", ""ml.datasets.mosl_video.training_manifest"", ""ml.datasets.mosl_video.training_manifest.prepare_training_manifest"", ""ml.datasets.mosl_video.validate_processed_artifacts"", ""ml.datasets.mosl_video.validate_processed_artifacts.validate_manifest"", ""numpy"", ""pathlib"", ""pathlib.Path""]",[],False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/training/__init__.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.",[],[],False,False,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
ml/training/train_mosl_v1.py,offline-ml,Python,"Offline dataset, preprocessing, training, evaluation, export, or validation logic.","[""__future__"", ""__future__.annotations"", ""argparse"", ""collections"", ""collections.defaultdict"", ""copy"", ""copy.deepcopy"", ""csv"", ""dataclasses"", ""dataclasses.asdict"", ""dataclasses.dataclass"", ""json"", ""math"", ""matplotlib.pyplot"", ""ml.datasets.mosl_video.local_audit"", ""ml.datasets.mosl_video.local_audit.REPORT_DIR"", ""ml.datasets.mosl_video.local_audit.build_local_audit"", ""ml.datasets.mosl_video.local_audit.sha256_file"", ""ml.datasets.mosl_video.local_audit.stable_order"", ""ml.datasets.mosl_video.training_data"", ""ml.datasets.mosl_video.training_data.MoslLandmarkDataset"", ""ml.datasets.mosl_video.training_data.balanced_sampler"", ""ml.datasets.mosl_video.training_data.class_weights"", ""ml.datasets.mosl_video.training_data.load_landmarks"", ""ml.datasets.mosl_video.training_data.samples_from_split_report"", ""ml.evaluation.calibration"", ""ml.evaluation.calibration.calibrate_temperature"", ""ml.evaluation.calibration.softmax"", ""ml.models.mosl_v1"", ""ml.models.mosl_v1.ModelSpec"", ""ml.models.mosl_v1.build_model"", ""ml.models.mosl_v1.parameter_count"", ""numpy"", ""onnx"", ""onnxruntime"", ""os"", ""pathlib"", ""pathlib.Path"", ""random"", ""shutil"", ""time"", ""time.perf_counter"", ""torch"", ""torch.nn"", ""torch.utils.data"", ""torch.utils.data.DataLoader"", ""typing"", ""typing.Any""]","[""ml/export/validate_mosl_v1.py"", ""ml/tests/test_mosl_v1_production.py""]",False,True,False,False,False,False,False,handwritten,Offline ML pipeline,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
packages/contracts/README.md,language-neutral-contracts,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Cross-service contracts,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
packages/contracts/recognition-v1.schema.json,language-neutral-contracts,JSON,Data contract or schema definition.,[],[],False,False,False,False,False,False,False,handwritten,Cross-service contracts,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
packages/contracts/speech.schema.json,language-neutral-contracts,JSON,Data contract or schema definition.,[],[],False,False,False,False,False,False,False,handwritten,Cross-service contracts,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
scripts/README.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
scripts/benchmarking/benchmark_inference.py,developer-tooling,Python,Reproducible audit or benchmark command.,"[""__future__"", ""__future__.annotations"", ""argparse"", ""datetime"", ""datetime.UTC"", ""datetime.datetime"", ""json"", ""numpy"", ""onnxruntime"", ""os"", ""pathlib"", ""pathlib.Path"", ""statistics"", ""time"", ""typing"", ""typing.Any"", ""urllib.error"", ""urllib.request"", ""uuid"", ""uuid.uuid4""]",[],False,False,False,True,False,False,False,handwritten,Developer tooling,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
scripts/benchmarking/benchmark_speech.py,developer-tooling,Python,Reproducible audit or benchmark command.,"[""__future__"", ""__future__.annotations"", ""argparse"", ""base64"", ""datetime"", ""datetime.UTC"", ""datetime.datetime"", ""json"", ""pathlib"", ""pathlib.Path"", ""statistics"", ""time"", ""typing"", ""typing.Any"", ""urllib.error"", ""urllib.request""]",[],False,False,False,True,False,False,False,handwritten,Developer tooling,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
scripts/verification/audit_project_structure.py,developer-tooling,Python,Reproducible audit or benchmark command.,"[""__future__"", ""__future__.annotations"", ""collections"", ""collections.defaultdict"", ""datetime"", ""datetime.UTC"", ""datetime.datetime"", ""hashlib"", ""json"", ""os"", ""pathlib"", ""pathlib.Path"", ""re"", ""subprocess"", ""tomllib"", ""typing"", ""typing.Any""]",[],False,False,False,False,False,True,False,handwritten,Developer tooling,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
